species,presence,x,y,date,accuracy,source,key,datasetKey
Bromus rubens,1,-117.742407,35.312376,2011-04-15T00:00:00Z,NA,GBIF,2430330223,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-121.472222,37.630556,2011-04-22T00:00:00Z,NA,GBIF,2421723980,c267909d-184f-4138-9e67-a074d478d52b
Bromus rubens,1,-115.8865,35.99517,2011-04-12T00:00:00Z,NA,GBIF,2422469482,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-115.84738,35.96333,2011-04-20T00:00:00Z,NA,GBIF,2422470052,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-118.24067,37.20767,2011-04-15T00:00:00Z,NA,GBIF,2422475939,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-117.77305,35.42583,2011-04-15T00:00:00Z,NA,GBIF,2422474273,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-118.09542,35.21347,2011-04-13T00:00:00Z,NA,GBIF,2422481992,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-116.70025,34.73936,2011-04-21T00:00:00Z,NA,GBIF,2422479385,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-112.315167,34.423231,2011-04-22T00:00:00Z,NA,GBIF,3091186332,e5d9d04e-ffd1-4395-9b10-76034f0c619c
Bromus rubens,1,-116.30914,33.04962,2011-04-12T00:00:00Z,NA,GBIF,3125026973,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.4688,32.72258,2011-04-30T00:00:00Z,NA,GBIF,3125152973,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.15502,32.75357,2011-04-15T00:00:00Z,NA,GBIF,3125023000,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.1685,32.7959,2011-04-05T00:00:00Z,NA,GBIF,3125155991,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.12643,32.80608,2011-04-10T00:00:00Z,NA,GBIF,3125157992,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.16034,32.72105,2011-04-22T00:00:00Z,NA,GBIF,3125156988,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.283,32.7682,2011-04-01T00:00:00Z,NA,GBIF,3125023004,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-112.068115,34.853733,2011-04-23T00:00:00Z,NA,GBIF,2270573734,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-116.20544,35.24051,2011-04-03T00:00:00Z,NA,GBIF,2430351181,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-116.20705,35.31689,2011-04-02T00:00:00Z,NA,GBIF,2430499931,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-117.315167,34.183556,2011-05-09T00:00:00Z,NA,GBIF,3079208207,9aba7c73-533c-4366-a984-061fec0ebed7
Bromus rubens,1,-121.575,39.477778,2011-05-01T00:00:00Z,NA,GBIF,2418042440,ae33dc82-0bc2-43b5-b69b-65bf858f1e7a
Bromus rubens,1,-116.62964,33.03922,2011-05-31T00:00:00Z,NA,GBIF,3125023002,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-119.39975,34.82097,2011-05-04T00:00:00Z,NA,GBIF,2430343191,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-116.48608,34.21066,2011-05-20T00:00:00Z,NA,GBIF,2430220536,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-115.686806,34.237167,2011-05-06T00:00:00Z,NA,GBIF,2430438422,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-119.8153,34.81,2011-06-09T00:00:00Z,NA,GBIF,3059704615,b0515413-6d32-490a-83a0-f8c08f002c70
Bromus rubens,1,-116.51272,32.80987,2011-06-12T00:00:00Z,NA,GBIF,3125028999,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.2451,32.7083,2011-06-19T00:00:00Z,NA,GBIF,3125155000,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.33791,32.68857,2011-06-23T00:00:00Z,NA,GBIF,3125155994,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-118.9449,34.8882,2011-06-09T00:00:00Z,NA,GBIF,2430495246,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-119.710312,40.703312,2011-09-21T00:00:00Z,NA,GBIF,2545498358,84c00a71-0735-4a47-bf55-8556dcafa5c2
Bromus rubens,1,-119.609016,38.905128,2011-09-14T00:00:00Z,NA,GBIF,2545495044,84c00a71-0735-4a47-bf55-8556dcafa5c2
Bromus rubens,1,-118.409477,40.43964,2011-09-29T00:00:00Z,NA,GBIF,2545508690,84c00a71-0735-4a47-bf55-8556dcafa5c2
Bromus rubens,1,-113.525017,39.09454,2011-09-25T00:00:00Z,NA,GBIF,2545474009,84c00a71-0735-4a47-bf55-8556dcafa5c2
Bromus rubens,1,-114.900612,39.418232,2011-10-10T00:00:00Z,NA,GBIF,2545471766,84c00a71-0735-4a47-bf55-8556dcafa5c2
Bromus rubens,1,-118.127594,41.407913,2011-10-20T00:00:00Z,NA,GBIF,2545470542,84c00a71-0735-4a47-bf55-8556dcafa5c2
Bromus rubens,1,-113.123978,40.467754,2011-10-09T00:00:00Z,NA,GBIF,2545473985,84c00a71-0735-4a47-bf55-8556dcafa5c2
Bromus rubens,1,-111.815414,37.27512,2011-11-09T00:00:00Z,NA,GBIF,2545498631,84c00a71-0735-4a47-bf55-8556dcafa5c2
Bromus rubens,1,-111.8754,34.61195,2010-02-15T00:00:00Z,NA,GBIF,2270598427,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-118.37417,34.30389,2010-03-13T00:00:00Z,NA,GBIF,2430049700,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-114.7787,34.84843,2010-03-26T00:00:00Z,NA,GBIF,2422462554,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-114.995667,35.090917,2010-03-26T00:00:00Z,NA,GBIF,2982076929,6958627a-e1cd-489f-b4f3-6e7760203b9d
Bromus rubens,1,-116.2393,32.87287,2010-03-24T00:00:00Z,NA,GBIF,3125024993,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.3584,33.3655,2010-03-09T00:00:00Z,NA,GBIF,3125027993,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-114.807483,34.828633,2010-03-26T00:00:00Z,NA,GBIF,2430375009,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-116.7267,34.0467,2010-04-12T00:00:00Z,NA,GBIF,2430140037,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-116.641167,33.942167,2010-04-12T00:00:00Z,NA,GBIF,2430288778,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-118.65206,34.89006,2010-04-26T00:00:00Z,NA,GBIF,2422457092,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-115.13557,35.10313,2010-04-18T00:00:00Z,NA,GBIF,2422461547,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-114.95111,35.18472,2010-04-07T00:00:00Z,NA,GBIF,2422463393,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-116.67778,34.02133,2010-04-12T00:00:00Z,NA,GBIF,2422482471,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-118.41583,34.33611,2010-04-23T00:00:00Z,NA,GBIF,2422498081,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-118.39444,34.32056,2010-04-15T00:00:00Z,NA,GBIF,2422500889,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-120.25296,35.68617,2010-04-11T00:00:00Z,NA,GBIF,2982000347,6958627a-e1cd-489f-b4f3-6e7760203b9d
Bromus rubens,1,-120.63225,35.83448,2010-04-11T00:00:00Z,NA,GBIF,2982008392,6958627a-e1cd-489f-b4f3-6e7760203b9d
Bromus rubens,1,-113.900333,36.961,2010-04-12T00:00:00Z,NA,GBIF,3091235267,e5d9d04e-ffd1-4395-9b10-76034f0c619c
Bromus rubens,1,-114.414833,35.314117,2010-04-03T00:00:00Z,NA,GBIF,3091255005,e5d9d04e-ffd1-4395-9b10-76034f0c619c
Bromus rubens,1,-114.729167,35.251,2010-04-02T00:00:00Z,NA,GBIF,3091254068,e5d9d04e-ffd1-4395-9b10-76034f0c619c
Bromus rubens,1,-114.019397,37.13827,2010-04-03T00:00:00Z,NA,GBIF,1986993081,7827f68d-c981-4023-bace-288a03434044
Bromus rubens,1,-115.335645,35.596829,2010-04-06T00:00:00Z,NA,GBIF,2626949719,c267909d-184f-4138-9e67-a074d478d52b
Bromus rubens,1,-116.7906,32.95362,2010-04-07T00:00:00Z,NA,GBIF,3125152962,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.7951,32.93144,2010-04-07T00:00:00Z,NA,GBIF,3125021955,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.14902,32.93398,2010-04-06T00:00:00Z,NA,GBIF,3125022999,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.36513,33.08865,2010-04-17T00:00:00Z,NA,GBIF,3125157995,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.1839,32.6476,2010-04-04T00:00:00Z,NA,GBIF,3125025994,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-113.394583,33.47939,2010-04-28T00:00:00Z,NA,GBIF,2270600992,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-114.405733,34.319033,2010-04-24T00:00:00Z,NA,GBIF,2430245974,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-115.768883,35.183317,2010-04-13T00:00:00Z,NA,GBIF,2430468797,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-119.3489,34.95954,2010-04-27T00:00:00Z,NA,GBIF,2430372672,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-116.69989,34.042230000000004,2010-04-13T00:00:00Z,NA,GBIF,2430510745,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-122.523333,38.974167,2010-05-05T00:00:00Z,NA,GBIF,2421710881,c267909d-184f-4138-9e67-a074d478d52b
Bromus rubens,1,-115.49333,35.57917,2010-05-05T00:00:00Z,NA,GBIF,2422457990,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-115.18,35.34278,2010-05-13T00:00:00Z,NA,GBIF,2422465655,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-115.37742,35.45587,2010-05-14T00:00:00Z,NA,GBIF,2422472048,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-119.40464,34.92603,2010-05-24T00:00:00Z,NA,GBIF,2422492452,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-118.05361,34.52611,2010-05-12T00:00:00Z,NA,GBIF,2422496321,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-118.08056,34.4825,2010-05-19T00:00:00Z,NA,GBIF,2422500200,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-112.020394,34.776397,2010-05-15T00:00:00Z,NA,GBIF,3091241106,e5d9d04e-ffd1-4395-9b10-76034f0c619c
Bromus rubens,1,-122.32427,40.59607,2010-05-19T00:00:00Z,NA,GBIF,2982000313,6958627a-e1cd-489f-b4f3-6e7760203b9d
Bromus rubens,1,-119.9714,34.9553,2010-05-18T00:00:00Z,NA,GBIF,3059704585,b0515413-6d32-490a-83a0-f8c08f002c70
Bromus rubens,1,-116.58326,33.21234,2010-05-01T00:00:00Z,NA,GBIF,3125152966,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.01348,32.82022,2010-05-16T00:00:00Z,NA,GBIF,3125026969,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.56393,33.19511,2010-05-29T00:00:00Z,NA,GBIF,3125028982,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.60466,33.35387,2010-05-31T00:00:00Z,NA,GBIF,3125025979,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.8475,33.39417,2010-05-01T00:00:00Z,NA,GBIF,3125023983,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.59527,33.38151,2010-05-14T00:00:00Z,NA,GBIF,3125154998,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-119.517082,39.952634,2010-05-07T00:00:00Z,NA,GBIF,4404890731,b8811bf9-abcf-4600-9245-eda1017c3978
Bromus rubens,1,-119.41779,34.90709,2010-05-13T00:00:00Z,NA,GBIF,2430360254,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-119.38393,34.9152,2010-05-15T00:00:00Z,NA,GBIF,2430394453,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-116.51868,34.14984,2010-05-31T00:00:00Z,NA,GBIF,2430553695,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-122.01056,38.71361,2010-05-12T00:00:00Z,NA,GBIF,1230514910,7f5260c2-f762-11e1-a439-00145eb45e9a
Bromus rubens,1,-116.89469,33.33981,2010-06-08T00:00:00Z,NA,GBIF,2422494276,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-116.4224,32.6019,2010-06-12T00:00:00Z,NA,GBIF,3059704620,b0515413-6d32-490a-83a0-f8c08f002c70
Bromus rubens,1,-116.79431,33.06109,2010-06-03T00:00:00Z,NA,GBIF,3125027962,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-119.18661,34.13833,2009-02-28T00:00:00Z,NA,GBIF,2422452660,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-119.436056,34.945194,2009-03-30T00:00:00Z,NA,GBIF,2430199844,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-119.42877,34.96286,2009-03-17T00:00:00Z,NA,GBIF,2430287459,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-115.58023,34.5282,2009-03-14T00:00:00Z,NA,GBIF,2422455118,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-116.28333,34.83333,2009-03-23T00:00:00Z,NA,GBIF,2422457986,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-116.25167,34.81333,2009-03-25T00:00:00Z,NA,GBIF,2422458106,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-119.883598,34.418293,2009-03-11T00:00:00Z,250,GBIF,2270248605,62cccd4d-eafc-4287-a070-5701aa6ef4a2
Bromus rubens,1,-116.845167,36.861,2009-03-27T00:00:00Z,NA,GBIF,3091243473,e5d9d04e-ffd1-4395-9b10-76034f0c619c
Bromus rubens,1,-111.752361,34.497611,2009-03-29T00:00:00Z,NA,GBIF,3091225393,e5d9d04e-ffd1-4395-9b10-76034f0c619c
Bromus rubens,1,-116.06972,33.32889,2009-03-12T00:00:00Z,80,GBIF,3125158971,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.38861,33.28472,2009-03-15T00:00:00Z,NA,GBIF,3125156961,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.95495,32.85761,2009-03-31T00:00:00Z,NA,GBIF,3125158978,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.20494,32.63074,2009-03-19T00:00:00Z,NA,GBIF,3125154984,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-112.365,33.3847,2009-03-27T00:00:00Z,NA,GBIF,2270599600,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-118.06778,34.46,2009-04-28T00:00:00Z,NA,GBIF,2422469392,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-111.896313,36.727535,2009-04-29T00:00:00Z,NA,GBIF,1846516931,3c59bd42-7bfd-421b-8da4-275780390e4c
Bromus rubens,1,-121.7353,39.7773,2009-04-17T00:00:00Z,NA,GBIF,3059684970,b0515413-6d32-490a-83a0-f8c08f002c70
Bromus rubens,1,-117.43662,33.37454,2009-04-15T00:00:00Z,NA,GBIF,3125151973,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.27801,32.61933,2009-04-12T00:00:00Z,NA,GBIF,3125150976,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.29161,33.29185,2009-04-09T00:00:00Z,NA,GBIF,3125154972,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.3277,33.26167,2009-04-09T00:00:00Z,NA,GBIF,3125149985,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.75103,33.19901,2009-04-29T00:00:00Z,NA,GBIF,3125154976,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.8279,33.21313,2009-04-04T00:00:00Z,NA,GBIF,3125021958,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.6284,33.2847,2009-04-22T00:00:00Z,NA,GBIF,3125020969,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.63584,33.32678,2009-04-04T00:00:00Z,NA,GBIF,3125023992,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.61491,33.25988,2009-04-22T00:00:00Z,NA,GBIF,3125019983,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-122.451058,39.02835,2009-05-03T00:00:00Z,NA,GBIF,2421708324,c267909d-184f-4138-9e67-a074d478d52b
Bromus rubens,1,-111.1225,33.88062,2009-05-05T00:00:00Z,NA,GBIF,4161540331,47fa2879-2a40-4c2f-9250-5bd9655c50c8
Bromus rubens,1,-116.51453,33.08908,2009-05-01T00:00:00Z,NA,GBIF,3125150987,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.88916,33.28273,2009-05-12T00:00:00Z,NA,GBIF,3125152989,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-121.4697,38.4783,2009-10-13T00:00:00Z,NA,GBIF,3059704635,b0515413-6d32-490a-83a0-f8c08f002c70
Bromus rubens,1,-117.17106,32.89923,2008-01-26T00:00:00Z,NA,GBIF,3125152960,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.50972,33.34972,2008-02-26T00:00:00Z,NA,GBIF,3125154959,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.00738,32.68718,2008-02-18T00:00:00Z,NA,GBIF,3125156960,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.62861,35.06771,2008-03-26T00:00:00Z,NA,GBIF,2430143709,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-117.904167,34.0075,2008-03-25T00:00:00Z,NA,GBIF,2430296074,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-114.4075,36.60361,2008-03-20T00:00:00Z,NA,GBIF,2422443677,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-115.49861,35.52333,2008-03-19T00:00:00Z,NA,GBIF,2422440193,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-117.43868,33.34376,2008-03-26T00:00:00Z,NA,GBIF,3125026963,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.08139,32.71083,2008-03-08T00:00:00Z,NA,GBIF,3125157967,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.15044,32.85147,2008-03-27T00:00:00Z,NA,GBIF,3125025970,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.96757,32.86889,2008-03-01T00:00:00Z,NA,GBIF,3125019962,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.49528,33.20028,2008-03-26T00:00:00Z,NA,GBIF,3125152969,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.45166,33.14366,2008-03-30T00:00:00Z,NA,GBIF,3125151988,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.00875,33.10974,2008-03-08T00:00:00Z,NA,GBIF,3125025978,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.0055,33.12421,2008-03-15T00:00:00Z,NA,GBIF,3125150006,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-113.437913,33.503584,2008-03-21T00:00:00Z,NA,GBIF,2270598007,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-111.804,33.9943,2008-03-22T00:00:00Z,NA,GBIF,2270688722,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-111.802,33.9767,2008-03-22T00:00:00Z,NA,GBIF,2270687818,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-117.715,33.461944,2008-03-12T00:00:00Z,NA,GBIF,2430531128,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-114.50103,35.58081,2008-04-04T00:00:00Z,NA,GBIF,1927795661,d415c253-4d61-4459-9d25-4015b9084fb0
Bromus rubens,1,-122.370648,38.998559,2008-04-27T00:00:00Z,30,GBIF,2421704818,c267909d-184f-4138-9e67-a074d478d52b
Bromus rubens,1,-120.736389,38.54,2008-04-30T00:00:00Z,NA,GBIF,2421739138,c267909d-184f-4138-9e67-a074d478d52b
Bromus rubens,1,-122.156944,38.504722,2008-04-06T00:00:00Z,NA,GBIF,2421774816,c267909d-184f-4138-9e67-a074d478d52b
Bromus rubens,1,-117.70889,33.73444,2008-04-01T00:00:00Z,NA,GBIF,2422440494,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-118.615,34.7725,2008-04-11T00:00:00Z,NA,GBIF,2422442669,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-115.43528,35.54444,2008-04-02T00:00:00Z,NA,GBIF,2422443295,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-116.37025,36.23047,2008-04-10T00:00:00Z,NA,GBIF,2422509265,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-122.315833,37.958889,2008-04-25T00:00:00Z,NA,GBIF,2270178981,f56df26e-73f5-4d37-bfed-3d46c0834e82
Bromus rubens,1,-122.151111,38.209167,2008-04-24T00:00:00Z,NA,GBIF,2418037634,ae33dc82-0bc2-43b5-b69b-65bf858f1e7a
Bromus rubens,1,-120.3975,37.185278,2008-04-11T00:00:00Z,NA,GBIF,2418049701,ae33dc82-0bc2-43b5-b69b-65bf858f1e7a
Bromus rubens,1,-116.56417,32.69457,2008-04-21T00:00:00Z,NA,GBIF,3125023963,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.55849,32.73504,2008-04-22T00:00:00Z,NA,GBIF,3125024963,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.5498,33.41163,2008-04-18T00:00:00Z,NA,GBIF,3125021951,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.5534,33.38691,2008-04-18T00:00:00Z,NA,GBIF,3125019956,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.4997,32.69465,2008-04-28T00:00:00Z,NA,GBIF,3125150980,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.12833,33.08389,2008-04-17T00:00:00Z,NA,GBIF,3125021954,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.64398,32.57519,2008-04-26T00:00:00Z,NA,GBIF,3125157975,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.34643,33.02814,2008-04-03T00:00:00Z,NA,GBIF,3125158984,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-112.243,33.3886,2008-04-11T00:00:00Z,NA,GBIF,2270575987,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-113.38925,33.432868,2008-04-11T00:00:00Z,NA,GBIF,2270598455,e05fd4c2-4d77-4c50-880e-1b22096af300
Bromus rubens,1,-116.3235,35.938583,2008-04-11T00:00:00Z,NA,GBIF,2430448619,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-119.27876,34.87345,2008-05-06T00:00:00Z,NA,GBIF,2430041772,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-119.57351,34.77609,2008-05-06T00:00:00Z,NA,GBIF,2430203274,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-118.25611,35.41861,2008-05-01T00:00:00Z,NA,GBIF,2422447489,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-117.80889,34.39778,2008-05-05T00:00:00Z,NA,GBIF,2422454315,e523cf2d-4fc2-48d8-aa75-80ecbc90b3f5
Bromus rubens,1,-111.6375,34.944722,2008-05-03T00:00:00Z,NA,GBIF,3091219481,e5d9d04e-ffd1-4395-9b10-76034f0c619c
Bromus rubens,1,-111.4202,34.06514,2008-05-03T00:00:00Z,NA,GBIF,4161536870,47fa2879-2a40-4c2f-9250-5bd9655c50c8
Bromus rubens,1,-116.6266,32.7102,2008-05-07T00:00:00Z,NA,GBIF,3125025959,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.2138,33.0151,2008-05-01T00:00:00Z,NA,GBIF,3125154982,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-118.338183,37.136967,2008-05-17T00:00:00Z,NA,GBIF,2430479389,9781ce05-2379-4a10-ab3b-c91346510df8
Bromus rubens,1,-118.8996,34.7868,2008-06-05T00:00:00Z,NA,GBIF,3059704583,b0515413-6d32-490a-83a0-f8c08f002c70
Bromus rubens,1,-116.9035,33.3845,2008-06-22T00:00:00Z,NA,GBIF,3125020973,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-116.83356,33.24751,2008-07-20T00:00:00Z,NA,GBIF,3125026974,9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07
Bromus rubens,1,-117.32639,33.38806,2008-08-05T00:00:00Z,NA,GBIF,2382640018,44525bc9-4412-441a-9890-1df3d289e3f6
