species,presence,x,y,date,accuracy,source
Bromus rubens,1,-117.238879,33.285384,2016-03-12,NA,Calflora
Bromus rubens,1,-117.226846,33.405483,2016-01-27,NA,Calflora
Bromus rubens,1,-122.499751,37.71309,2016-01-01,NA,Calflora
Bromus rubens,1,-117.063149,33.081283,2015-12-12,NA,Calflora
Bromus rubens,1,-117.746583,34.271214,2015-10-24,NA,Calflora
Bromus rubens,1,-117.116313,32.981782,2015-10-18,NA,Calflora
Bromus rubens,1,-117.12432,32.974864,2015-10-18,NA,Calflora
Bromus rubens,1,-117.137258,32.985521,2015-10-14,NA,Calflora
Bromus rubens,1,-117.068211,32.940944,2015-10-09,NA,Calflora
Bromus rubens,1,-117.169053,32.958761,2015-10-07,NA,Calflora
Bromus rubens,1,-117.076471,32.945699,2015-10-02,NA,Calflora
Bromus rubens,1,-122.56885,37.891332,2015-09-30,NA,Calflora
Bromus rubens,1,-122.478088,37.844298,2015-09-23,NA,Calflora
Bromus rubens,1,-117.132867,33.042941,2015-09-16,NA,Calflora
Bromus rubens,1,-117.15602,33.039704,2015-09-16,NA,Calflora
Bromus rubens,1,-117.251754,32.873467,2015-09-12,NA,Calflora
Bromus rubens,1,-117.226879,32.927184,2015-08-28,NA,Calflora
Bromus rubens,1,-117.142272,32.954355,2015-08-19,NA,Calflora
Bromus rubens,1,-117.14765,32.946005,2015-08-19,NA,Calflora
Bromus rubens,1,-117.215033,32.914859,2015-08-15,NA,Calflora
Bromus rubens,1,-117.181287,32.939277,2015-08-12,NA,Calflora
Bromus rubens,1,-117.187784,32.929101,2015-08-12,NA,Calflora
Bromus rubens,1,-117.248684,33.012628,2015-08-10,NA,Calflora
Bromus rubens,1,-117.158136,32.92163,2015-07-22,NA,Calflora
Bromus rubens,1,-117.16884,32.920234,2015-07-22,NA,Calflora
Bromus rubens,1,-117.178487,32.925601,2015-07-19,NA,Calflora
Bromus rubens,1,-117.081767,32.935989,2015-07-16,NA,Calflora
Bromus rubens,1,-117.147489,32.933114,2015-07-15,NA,Calflora
Bromus rubens,1,-117.221589,32.905531,2015-07-14,NA,Calflora
Bromus rubens,1,-117.203214,32.906361,2015-07-04,NA,Calflora
Bromus rubens,1,-120.107393,38.991864,2015-06-23,NA,Calflora
Bromus rubens,1,-117.107894,32.943743,2015-06-21,NA,Calflora
Bromus rubens,1,-117.165367,32.937333,2015-05-22,NA,Calflora
Bromus rubens,1,-120.651212,38.701356,2015-05-20,NA,Calflora
Bromus rubens,1,-116.959585,32.97701,2015-05-13,NA,Calflora
Bromus rubens,1,-117.13266,32.938646,2015-05-13,NA,Calflora
Bromus rubens,1,-118.33008,37.09716,2015-04-08,NA,Calflora
Bromus rubens,1,-122.033397,37.897273,2015-04-04,NA,Calflora
Bromus rubens,1,-116.989454,33.176823,2014-08-13,NA,Calflora
Bromus rubens,1,-116.997282,33.169425,2014-08-13,NA,Calflora
Bromus rubens,1,-117.240101,33.074014,2014-08-01,NA,Calflora
Bromus rubens,1,-116.68918,33.70543,2014-07-07,NA,Calflora
Bromus rubens,1,-116.6234,33.66997,2014-07-02,NA,Calflora
Bromus rubens,1,-122.482036,37.827601,2014-06-27,NA,Calflora
Bromus rubens,1,-117.315022,33.137855,2014-06-24,NA,Calflora
Bromus rubens,1,-116.74716,34.28059,2014-05-22,NA,Calflora
Bromus rubens,1,-116.69131,34.28368,2014-04-30,NA,Calflora
Bromus rubens,1,-123.040732,38.738689,2014-04-16,NA,Calflora
Bromus rubens,1,-122.464076,37.618847,2013-08-13,NA,Calflora
Bromus rubens,1,-117.121076,32.942841,2013-07-27,NA,Calflora
Bromus rubens,1,-122.457418,37.603458,2013-07-15,NA,Calflora
Bromus rubens,1,-122.473523,37.603936,2013-06-24,NA,Calflora
Bromus rubens,1,-121.952826,39.721866,2013-06-05,NA,Calflora
Bromus rubens,1,-122.01631,39.353352,2013-06-03,NA,Calflora
Bromus rubens,1,-122.566948,37.86971,2013-05-30,NA,Calflora
Bromus rubens,1,-122.449918,37.806313,2013-03-21,NA,Calflora
Bromus rubens,1,-120.665613,37.81897,2013-03-19,NA,Calflora
Bromus rubens,1,-120.298341,36.734459,2012-10-17,NA,Calflora
Bromus rubens,1,-120.321487,36.730198,2012-10-17,NA,Calflora
Bromus rubens,1,-120.287529,36.709854,2012-10-16,NA,Calflora
Bromus rubens,1,-120.297339,36.715448,2012-10-16,NA,Calflora
Bromus rubens,1,-122.484327,37.838599,2012-10-04,NA,Calflora
Bromus rubens,1,-122.555514,37.851381,2012-08-23,NA,Calflora
Bromus rubens,1,-122.464203,37.628028,2012-07-26,NA,Calflora
Bromus rubens,1,-122.482844,37.792882,2012-07-02,NA,Calflora
Bromus rubens,1,-122.493085,37.523223,2012-06-26,NA,Calflora
Bromus rubens,1,-122.496409,37.619453,2012-06-14,NA,Calflora
Bromus rubens,1,-121.817725,39.247568,2012-05-18,NA,Calflora
Bromus rubens,1,-121.798012,39.261206,2012-05-18,NA,Calflora
Bromus rubens,1,-122.530725,37.820405,2012-05-08,NA,Calflora
Bromus rubens,1,-122.549066,37.835048,2012-05-07,NA,Calflora
Bromus rubens,1,-118.05584,36.43871,2012-05-01,NA,Calflora
Bromus rubens,1,-121.327955,38.588409,2012-04-19,NA,Calflora
Bromus rubens,1,-118.14454,34.37396,2011-09-23,NA,Calflora
Bromus rubens,1,-116.881724,33.524872,2011-08-26,NA,Calflora
Bromus rubens,1,-116.928779,33.779815,2011-07-28,NA,Calflora
Bromus rubens,1,-122.605523,37.877397,2011-07-26,NA,Calflora
Bromus rubens,1,-118.24481,34.42883,2011-07-05,NA,Calflora
Bromus rubens,1,-118.06607,34.42887,2011-05-19,NA,Calflora
Bromus rubens,1,-118.25426,37.36286,2011-05-04,NA,Calflora
Bromus rubens,1,-117.099997,33.791881,2011-04-19,NA,Calflora
Bromus rubens,1,-118.28424,37.36303,2011-04-18,NA,Calflora
Bromus rubens,1,-116.896106,33.466122,2011-04-18,NA,Calflora
Bromus rubens,1,-118.659,34.32312,2011-04-15,NA,Calflora
Bromus rubens,1,-116.988124,33.508286,2011-04-14,NA,Calflora
Bromus rubens,1,-117.249706,33.631395,2011-04-13,NA,Calflora
Bromus rubens,1,-117.376856,33.741569,2011-04-12,NA,Calflora
Bromus rubens,1,-117.407837,33.979483,2011-04-01,NA,Calflora
Bromus rubens,1,-118.26615,34.37873,2011-02-14,NA,Calflora
Bromus rubens,1,-116.915971,34.032187,2010-07-27,NA,Calflora
Bromus rubens,1,-122.449588,37.596581,2010-07-26,NA,Calflora
Bromus rubens,1,-116.832295,33.807906,2010-07-15,NA,Calflora
Bromus rubens,1,-122.510213,37.82578,2010-06-29,NA,Calflora
Bromus rubens,1,-117.267545,33.531765,2010-06-28,NA,Calflora
Bromus rubens,1,-116.858249,33.7476,2010-06-23,NA,Calflora
Bromus rubens,1,-116.806649,33.642482,2010-06-15,NA,Calflora
Bromus rubens,1,-116.822398,33.661203,2010-06-15,NA,Calflora
Bromus rubens,1,-117.141632,33.596192,2010-06-10,NA,Calflora
Bromus rubens,1,-117.30627,33.980129,2010-06-09,NA,Calflora
Bromus rubens,1,-116.622938,33.558556,2010-06-07,NA,Calflora
Bromus rubens,1,-116.806221,33.588112,2010-06-07,NA,Calflora
Bromus rubens,1,-116.814991,33.649512,2010-06-07,NA,Calflora
Bromus rubens,1,-116.839424,33.739442,2010-06-07,NA,Calflora
Bromus rubens,1,-116.829472,33.667391,2010-06-07,NA,Calflora
Bromus rubens,1,-118.21201,34.29673,2010-06-01,NA,Calflora
Bromus rubens,1,-117.09322,33.698212,2010-05-19,NA,Calflora
Bromus rubens,1,-117.119179,33.695682,2010-05-19,NA,Calflora
Bromus rubens,1,-118.707833,34.125873,2010-05-18,NA,Calflora
Bromus rubens,1,-117.131214,33.84695,2010-05-18,NA,Calflora
Bromus rubens,1,-117.403656,33.700988,2010-05-06,NA,Calflora
Bromus rubens,1,-117.056033,33.875967,2010-05-05,NA,Calflora
Bromus rubens,1,-117.490086,33.738195,2010-05-05,NA,Calflora
Bromus rubens,1,-117.336529,33.599117,2010-05-03,NA,Calflora
Bromus rubens,1,-118.874688,34.038791,2010-05-02,NA,Calflora
Bromus rubens,1,-117.465889,33.80522,2010-04-29,NA,Calflora
Bromus rubens,1,-117.118253,33.854458,2010-04-27,NA,Calflora
Bromus rubens,1,-118.55504,34.50566,2010-04-26,NA,Calflora
Bromus rubens,1,-117.42275,33.635904,2010-04-26,NA,Calflora
Bromus rubens,1,-117.413696,33.843367,2010-04-21,NA,Calflora
Bromus rubens,1,-117.44215,33.821388,2010-04-15,NA,Calflora
Bromus rubens,1,-116.953702,33.467861,2010-04-05,NA,Calflora
Bromus rubens,1,-118.940949,34.045192,2010-04-04,NA,Calflora
Bromus rubens,1,-117.024194,33.588406,2010-03-29,NA,Calflora
Bromus rubens,1,-117.126186,33.632341,2010-03-22,NA,Calflora
Bromus rubens,1,-117.140832,33.581175,2010-03-18,NA,Calflora
Bromus rubens,1,-117.3392,37.032207,2010-01-01,NA,Calflora
Bromus rubens,1,-116.929819,35.968169,2010-01-01,NA,Calflora
Bromus rubens,1,-117.227872,36.920495,2010-01-01,NA,Calflora
Bromus rubens,1,-117.188647,36.941677,2010-01-01,NA,Calflora
Bromus rubens,1,-117.248986,36.920853,2010-01-01,NA,Calflora
Bromus rubens,1,-117.06553,36.817938,2010-01-01,NA,Calflora
Bromus rubens,1,-117.081082,36.844056,2010-01-01,NA,Calflora
Bromus rubens,1,-117.092064,36.840524,2010-01-01,NA,Calflora
Bromus rubens,1,-117.11208,36.804247,2010-01-01,NA,Calflora
Bromus rubens,1,-117.15221,36.85207,2010-01-01,NA,Calflora
Bromus rubens,1,-116.647106,36.382467,2010-01-01,NA,Calflora
Bromus rubens,1,-117.031576,36.783956,2010-01-01,NA,Calflora
Bromus rubens,1,-117.012275,36.821612,2010-01-01,NA,Calflora
Bromus rubens,1,-118.11473,36.8807,2009-08-18,NA,Calflora
Bromus rubens,1,-116.627142,33.620812,2009-07-22,NA,Calflora
Bromus rubens,1,-117.194555,32.865742,2009-07-21,NA,Calflora
Bromus rubens,1,-117.190142,32.801504,2009-07-20,NA,Calflora
Bromus rubens,1,-117.224602,32.849337,2009-07-18,NA,Calflora
Bromus rubens,1,-117.18916,32.776157,2009-07-16,NA,Calflora
Bromus rubens,1,-117.447409,33.781351,2009-07-16,NA,Calflora
Bromus rubens,1,-116.779929,33.743219,2009-07-15,NA,Calflora
Bromus rubens,1,-116.772534,33.730958,2009-07-14,NA,Calflora
Bromus rubens,1,-117.266045,33.003154,2009-07-09,NA,Calflora
Bromus rubens,1,-117.083866,32.959254,2009-07-08,NA,Calflora
Bromus rubens,1,-117.244456,32.914744,2009-07-08,NA,Calflora
Bromus rubens,1,-117.235434,32.908321,2009-07-08,NA,Calflora
Bromus rubens,1,-117.253237,32.89996,2009-07-07,NA,Calflora
Bromus rubens,1,-117.258627,32.926018,2009-07-07,NA,Calflora
Bromus rubens,1,-117.258166,32.93678,2009-07-07,NA,Calflora
Bromus rubens,1,-117.242312,32.853914,2009-07-06,NA,Calflora
Bromus rubens,1,-117.245038,32.83879,2009-07-06,NA,Calflora
Bromus rubens,1,-117.237265,32.812961,2009-07-06,NA,Calflora
Bromus rubens,1,-117.317995,33.177988,2009-06-25,NA,Calflora
Bromus rubens,1,-117.276094,33.159687,2009-06-25,NA,Calflora
Bromus rubens,1,-117.180969,32.844582,2009-06-25,NA,Calflora
Bromus rubens,1,-117.023201,32.561006,2009-06-25,NA,Calflora
Bromus rubens,1,-117.037059,32.558648,2009-06-25,NA,Calflora
Bromus rubens,1,-117.153643,33.004389,2009-06-24,NA,Calflora
Bromus rubens,1,-117.163396,33.004674,2009-06-24,NA,Calflora
Bromus rubens,1,-117.031951,32.813272,2009-06-24,NA,Calflora
Bromus rubens,1,-117.177215,32.799466,2009-06-24,NA,Calflora
Bromus rubens,1,-116.752989,33.699217,2009-06-24,NA,Calflora
Bromus rubens,1,-117.307491,33.92521,2009-06-23,NA,Calflora
Bromus rubens,1,-117.193425,32.916385,2009-06-23,NA,Calflora
Bromus rubens,1,-116.813231,33.735464,2009-06-22,NA,Calflora
Bromus rubens,1,-117.038799,33.351157,2009-06-11,NA,Calflora
Bromus rubens,1,-117.214722,32.93578,2009-06-11,NA,Calflora
Bromus rubens,1,-117.250004,32.887446,2009-06-11,NA,Calflora
Bromus rubens,1,-117.236149,32.927984,2009-06-11,NA,Calflora
Bromus rubens,1,-117.366029,33.468962,2009-06-10,NA,Calflora
Bromus rubens,1,-117.439008,33.488523,2009-06-10,NA,Calflora
Bromus rubens,1,-116.946679,32.606688,2009-06-10,NA,Calflora
Bromus rubens,1,-116.936388,32.615199,2009-06-10,NA,Calflora
Bromus rubens,1,-117.037986,32.636589,2009-06-10,NA,Calflora
Bromus rubens,1,-117.39856,33.461249,2009-06-09,NA,Calflora
Bromus rubens,1,-117.381509,33.445266,2009-06-09,NA,Calflora
Bromus rubens,1,-117.370164,33.446635,2009-06-09,NA,Calflora
Bromus rubens,1,-117.030182,32.572516,2009-06-09,NA,Calflora
Bromus rubens,1,-117.01951,32.587664,2009-06-09,NA,Calflora
Bromus rubens,1,-117.017345,32.578481,2009-06-09,NA,Calflora
Bromus rubens,1,-117.04666,32.585925,2009-06-09,NA,Calflora
Bromus rubens,1,-116.827103,33.029242000000004,2009-06-08,NA,Calflora
Bromus rubens,1,-116.876719,32.910691,2009-06-08,NA,Calflora
Bromus rubens,1,-117.177154,33.085568,2009-06-08,NA,Calflora
Bromus rubens,1,-117.250388,33.03492,2009-06-08,NA,Calflora
Bromus rubens,1,-117.284031,33.083656,2009-06-08,NA,Calflora
Bromus rubens,1,-116.759786,33.707547,2009-06-08,NA,Calflora
Bromus rubens,1,-116.887891,32.913417,2009-06-05,NA,Calflora
Bromus rubens,1,-116.898293,32.916159,2009-06-05,NA,Calflora
Bromus rubens,1,-117.092646,32.542517,2009-06-05,NA,Calflora
Bromus rubens,1,-117.076466,32.539975,2009-06-05,NA,Calflora
Bromus rubens,1,-116.776154,33.712827,2009-06-05,NA,Calflora
Bromus rubens,1,-122.533997,37.842728,2009-06-04,NA,Calflora
Bromus rubens,1,-117.150705,33.958628,2009-06-04,NA,Calflora
Bromus rubens,1,-117.246983,33.416924,2009-06-04,NA,Calflora
Bromus rubens,1,-117.164354,33.334755,2009-06-04,NA,Calflora
Bromus rubens,1,-117.473827,34.031393,2009-06-03,NA,Calflora
Bromus rubens,1,-116.854107,32.684555,2009-06-03,NA,Calflora
Bromus rubens,1,-116.868613,32.66349,2009-06-03,NA,Calflora
Bromus rubens,1,-116.849456,32.653166,2009-06-03,NA,Calflora
Bromus rubens,1,-116.799165,32.678192,2009-06-03,NA,Calflora
Bromus rubens,1,-117.10759,33.409177,2009-06-03,NA,Calflora
Bromus rubens,1,-117.097982,33.39607,2009-06-03,NA,Calflora
Bromus rubens,1,-117.106519,32.737114,2009-06-03,NA,Calflora
Bromus rubens,1,-117.023126,33.342276,2009-06-03,NA,Calflora
Bromus rubens,1,-116.924663,32.704968,2009-06-02,NA,Calflora
Bromus rubens,1,-116.744703,32.588065,2009-06-02,NA,Calflora
Bromus rubens,1,-116.736678,32.573984,2009-06-02,NA,Calflora
Bromus rubens,1,-116.757306,32.569452,2009-06-02,NA,Calflora
Bromus rubens,1,-116.923425,33.214027,2009-06-01,NA,Calflora
Bromus rubens,1,-116.936608,33.221286,2009-06-01,NA,Calflora
Bromus rubens,1,-116.959563,33.222342,2009-06-01,NA,Calflora
Bromus rubens,1,-117.003055,33.436887,2009-06-01,NA,Calflora
Bromus rubens,1,-117.042809,32.823381,2009-05-22,NA,Calflora
Bromus rubens,1,-117.007607,32.576732,2009-05-22,NA,Calflora
Bromus rubens,1,-116.968529,32.663221,2009-05-21,NA,Calflora
Bromus rubens,1,-117.009074,33.167957,2009-05-21,NA,Calflora
Bromus rubens,1,-117.041689,33.168781,2009-05-21,NA,Calflora
Bromus rubens,1,-117.076738,32.845393,2009-05-21,NA,Calflora
Bromus rubens,1,-117.052417,32.846479,2009-05-21,NA,Calflora
Bromus rubens,1,-117.0463,32.838282,2009-05-21,NA,Calflora
Bromus rubens,1,-117.06263,32.843218,2009-05-21,NA,Calflora
Bromus rubens,1,-117.056855,32.835093,2009-05-21,NA,Calflora
Bromus rubens,1,-116.798753,32.747606,2009-05-20,NA,Calflora
Bromus rubens,1,-116.81049,32.770248,2009-05-20,NA,Calflora
Bromus rubens,1,-116.894418,32.756933,2009-05-20,NA,Calflora
Bromus rubens,1,-117.068363,33.196415,2009-05-20,NA,Calflora
Bromus rubens,1,-117.048322,33.197444,2009-05-20,NA,Calflora
Bromus rubens,1,-117.065443,33.209063,2009-05-20,NA,Calflora
Bromus rubens,1,-117.083973,33.20797,2009-05-20,NA,Calflora
Bromus rubens,1,-117.02717,33.178932,2009-05-20,NA,Calflora
Bromus rubens,1,-116.807351,32.651151,2009-05-19,NA,Calflora
Bromus rubens,1,-116.90262800000001,32.619273,2009-05-19,NA,Calflora
Bromus rubens,1,-116.795485,32.640668,2009-05-19,NA,Calflora
Bromus rubens,1,-116.851812,32.672618,2009-05-19,NA,Calflora
Bromus rubens,1,-116.819832,32.621861,2009-05-19,NA,Calflora
Bromus rubens,1,-117.144562,33.087982,2009-05-19,NA,Calflora
Bromus rubens,1,-116.887867,32.608517,2009-05-19,NA,Calflora
Bromus rubens,1,-116.879564,32.601238,2009-05-19,NA,Calflora
Bromus rubens,1,-116.689006,33.469311,2009-05-19,NA,Calflora
Bromus rubens,1,-116.894608,32.576679,2009-05-18,NA,Calflora
Bromus rubens,1,-117.059379,33.174682,2009-05-18,NA,Calflora
Bromus rubens,1,-116.95977,33.05058,2009-05-18,NA,Calflora
Bromus rubens,1,-117.059165,32.805712,2009-05-18,NA,Calflora
Bromus rubens,1,-116.924923,32.585785,2009-05-18,NA,Calflora
Bromus rubens,1,-116.910192,32.579785,2009-05-18,NA,Calflora
Bromus rubens,1,-116.848755,32.581314,2009-05-18,NA,Calflora
Bromus rubens,1,-116.8657,32.571933,2009-05-18,NA,Calflora
Bromus rubens,1,-116.876913,32.575436,2009-05-18,NA,Calflora
Bromus rubens,1,-116.900935,32.587834,2009-05-18,NA,Calflora
Bromus rubens,1,-117.038246,33.731179,2009-05-18,NA,Calflora
Bromus rubens,1,-116.84054,32.605435,2009-05-15,NA,Calflora
Bromus rubens,1,-116.84475,32.59337,2009-05-15,NA,Calflora
Bromus rubens,1,-116.933275,32.60246,2009-05-15,NA,Calflora
Bromus rubens,1,-116.844398,32.618222,2009-05-15,NA,Calflora
Bromus rubens,1,-116.83225,32.59929,2009-05-15,NA,Calflora
Bromus rubens,1,-116.790062,32.625369,2009-05-14,NA,Calflora
Bromus rubens,1,-116.785099,32.610061,2009-05-14,NA,Calflora
Bromus rubens,1,-116.79858,32.606304,2009-05-14,NA,Calflora
Bromus rubens,1,-116.816366,32.601694,2009-05-14,NA,Calflora
Bromus rubens,1,-116.676008,33.486,2009-05-14,NA,Calflora
Bromus rubens,1,-116.712008,33.49123,2009-05-14,NA,Calflora
Bromus rubens,1,-116.861193,32.984922,2009-05-13,NA,Calflora
Bromus rubens,1,-116.961349,32.990487,2009-05-13,NA,Calflora
Bromus rubens,1,-116.870335,32.822302,2009-05-13,NA,Calflora
Bromus rubens,1,-116.912345,32.938838,2009-05-13,NA,Calflora
Bromus rubens,1,-117.043834,33.617254,2009-05-13,NA,Calflora
Bromus rubens,1,-116.93773,32.954161,2009-05-12,NA,Calflora
Bromus rubens,1,-116.911383,32.72347,2009-05-12,NA,Calflora
Bromus rubens,1,-116.951261,32.961284,2009-05-12,NA,Calflora
Bromus rubens,1,-116.922104,32.959646,2009-05-12,NA,Calflora
Bromus rubens,1,-116.843644,32.745216,2009-05-11,NA,Calflora
Bromus rubens,1,-116.848426,32.770381,2009-05-11,NA,Calflora
Bromus rubens,1,-116.961295,32.967187,2009-05-11,NA,Calflora
Bromus rubens,1,-116.983743,32.919754,2009-05-07,NA,Calflora
Bromus rubens,1,-116.905012,32.693345,2009-05-07,NA,Calflora
Bromus rubens,1,-116.870739,32.963617,2009-05-06,NA,Calflora
Bromus rubens,1,-116.858191,32.968078,2009-05-06,NA,Calflora
Bromus rubens,1,-116.969964,32.930386,2009-05-06,NA,Calflora
Bromus rubens,1,-116.958316,32.929688,2009-05-06,NA,Calflora
Bromus rubens,1,-116.846188,32.836022,2009-05-06,NA,Calflora
Bromus rubens,1,-116.89138,32.823413,2009-05-06,NA,Calflora
Bromus rubens,1,-116.89462,32.811734,2009-05-06,NA,Calflora
Bromus rubens,1,-116.941624,33.052684,2009-05-06,NA,Calflora
Bromus rubens,1,-116.921597,33.049019,2009-05-06,NA,Calflora
Bromus rubens,1,-116.844444,32.965906,2009-05-05,NA,Calflora
Bromus rubens,1,-116.858827,32.958418,2009-05-05,NA,Calflora
Bromus rubens,1,-116.877032,32.970263,2009-05-05,NA,Calflora
Bromus rubens,1,-117.437908,33.77785,2009-05-05,NA,Calflora
Bromus rubens,1,-116.848259,32.975084,2009-05-04,NA,Calflora
Bromus rubens,1,-117.491318,33.808341,2009-05-04,NA,Calflora
Bromus rubens,1,-117.092182,33.043887,2009-05-01,NA,Calflora
Bromus rubens,1,-117.093275,33.054124,2009-05-01,NA,Calflora
Bromus rubens,1,-117.119347,33.030676,2009-05-01,NA,Calflora
Bromus rubens,1,-117.102006,33.009259,2009-05-01,NA,Calflora
Bromus rubens,1,-117.118009,32.990888,2009-04-30,NA,Calflora
Bromus rubens,1,-117.369994,33.507897,2009-04-30,NA,Calflora
Bromus rubens,1,-117.069121,32.958875,2009-04-29,NA,Calflora
Bromus rubens,1,-117.098069,32.944072,2009-04-29,NA,Calflora
Bromus rubens,1,-117.092803,32.951148,2009-04-29,NA,Calflora
Bromus rubens,1,-116.926598,33.880621,2009-04-28,NA,Calflora
Bromus rubens,1,-117.089518,32.940244,2009-04-28,NA,Calflora
Bromus rubens,1,-116.920002,33.845271,2009-04-28,NA,Calflora
Bromus rubens,1,-116.889171,33.81432,2009-04-24,NA,Calflora
Bromus rubens,1,-116.909644,33.827821,2009-04-24,NA,Calflora
Bromus rubens,1,-116.861362,32.999942,2009-04-23,NA,Calflora
Bromus rubens,1,-116.878491,32.991354,2009-04-23,NA,Calflora
Bromus rubens,1,-116.884407,33.846262,2009-04-23,NA,Calflora
Bromus rubens,1,-116.941611,32.941958,2009-04-22,NA,Calflora
Bromus rubens,1,-117.01512,33.587262,2009-04-21,NA,Calflora
Bromus rubens,1,-116.704524,33.485494,2009-04-15,NA,Calflora
Bromus rubens,1,-116.713156,33.4792,2009-04-14,NA,Calflora
Bromus rubens,1,-117.022361,33.627009,2009-04-08,NA,Calflora
Bromus rubens,1,-117.425332,33.822854,2009-04-08,NA,Calflora
Bromus rubens,1,-117.012454,33.631403,2009-04-06,NA,Calflora
Bromus rubens,1,-116.986056,33.647034,2009-04-06,NA,Calflora
Bromus rubens,1,-117.273346,33.506551,2009-04-02,NA,Calflora
Bromus rubens,1,-116.976848,33.520119,2009-03-31,NA,Calflora
Bromus rubens,1,-116.944501,33.585049,2009-03-27,NA,Calflora
Bromus rubens,1,-117.018855,33.567923,2009-03-26,NA,Calflora
Bromus rubens,1,-117.031787,33.575136,2009-03-19,NA,Calflora
Bromus rubens,1,-117.255911,33.724174,2009-03-19,NA,Calflora
Bromus rubens,1,-117.315848,33.732567,2009-03-18,NA,Calflora
Bromus rubens,1,-117.312428,33.748197,2009-03-18,NA,Calflora
Bromus rubens,1,-117.307505,33.687609,2009-03-17,NA,Calflora
Bromus rubens,1,-116.997807,36.758662,2009-01-01,NA,Calflora
Bromus rubens,1,-116.635453,35.949556,2009-01-01,NA,Calflora
Bromus rubens,1,-117.047799,36.3041,2009-01-01,NA,Calflora
Bromus rubens,1,-116.418602,35.93104,2009-01-01,NA,Calflora
Bromus rubens,1,-116.647304,35.971011,2009-01-01,NA,Calflora
Bromus rubens,1,-117.218212,36.272555,2009-01-01,NA,Calflora
Bromus rubens,1,-116.412557,35.921855,2009-01-01,NA,Calflora
Bromus rubens,1,-116.439853,35.914691,2009-01-01,NA,Calflora
Bromus rubens,1,-116.490225,36.014367,2009-01-01,NA,Calflora
Bromus rubens,1,-116.629312,36.434588,2009-01-01,NA,Calflora
Bromus rubens,1,-116.669001,36.418526,2009-01-01,NA,Calflora
Bromus rubens,1,-116.57933,36.032448,2009-01-01,NA,Calflora
Bromus rubens,1,-116.527585,35.983203,2009-01-01,NA,Calflora
Bromus rubens,1,-117.02972,36.325234,2009-01-01,NA,Calflora
Bromus rubens,1,-117.019764,35.98337,2009-01-01,NA,Calflora
Bromus rubens,1,-117.572255,36.543008,2009-01-01,NA,Calflora
Bromus rubens,1,-117.558445,36.946627,2009-01-01,NA,Calflora
Bromus rubens,1,-116.891684,36.897714,2009-01-01,NA,Calflora
Bromus rubens,1,-117.572875,36.935009,2009-01-01,NA,Calflora
Bromus rubens,1,-116.55145,36.013105,2009-01-01,NA,Calflora
Bromus rubens,1,-116.640732,36.038919,2009-01-01,NA,Calflora
Bromus rubens,1,-116.629676,36.026839,2009-01-01,NA,Calflora
Bromus rubens,1,-116.62579,36.036313,2009-01-01,NA,Calflora
Bromus rubens,1,-117.566346,36.940781,2009-01-01,NA,Calflora
Bromus rubens,1,-116.921948,36.867528,2009-01-01,NA,Calflora
Bromus rubens,1,-116.945605,36.895634,2009-01-01,NA,Calflora
Bromus rubens,1,-116.953431,36.947036,2009-01-01,NA,Calflora
Bromus rubens,1,-117.570004,36.923177,2009-01-01,NA,Calflora
Bromus rubens,1,-117.034045,36.012091,2009-01-01,NA,Calflora
Bromus rubens,1,-117.004027,35.984077,2009-01-01,NA,Calflora
Bromus rubens,1,-116.96683,35.976389,2009-01-01,NA,Calflora
Bromus rubens,1,-116.999422,36.189217,2009-01-01,NA,Calflora
Bromus rubens,1,-117.513798,36.935877,2009-01-01,NA,Calflora
Bromus rubens,1,-117.63142,37.051103,2009-01-01,NA,Calflora
Bromus rubens,1,-117.606032,36.565492,2009-01-01,NA,Calflora
Bromus rubens,1,-117.536472,36.940063,2009-01-01,NA,Calflora
Bromus rubens,1,-117.713826,36.967033,2009-01-01,NA,Calflora
Bromus rubens,1,-117.12706,36.826981,2009-01-01,NA,Calflora
Bromus rubens,1,-117.17049,36.877587,2009-01-01,NA,Calflora
Bromus rubens,1,-117.33238,36.616231,2009-01-01,NA,Calflora
Bromus rubens,1,-117.367919,36.617781,2009-01-01,NA,Calflora
Bromus rubens,1,-117.337518,36.604433,2009-01-01,NA,Calflora
Bromus rubens,1,-117.088508,35.859502,2009-01-01,NA,Calflora
Bromus rubens,1,-117.194077,36.86947,2009-01-01,NA,Calflora
Bromus rubens,1,-116.689277,36.076904,2009-01-01,NA,Calflora
Bromus rubens,1,-117.002228,36.130564,2009-01-01,NA,Calflora
Bromus rubens,1,-117.199507,36.475137,2009-01-01,NA,Calflora
Bromus rubens,1,-117.193664,36.433033,2009-01-01,NA,Calflora
Bromus rubens,1,-117.16064,36.028867,2009-01-01,NA,Calflora
Bromus rubens,1,-117.070825,36.024345,2009-01-01,NA,Calflora
Bromus rubens,1,-117.178933,36.842187,2009-01-01,NA,Calflora
Bromus rubens,1,-117.084566,36.821152,2009-01-01,NA,Calflora
Bromus rubens,1,-117.613758,36.747765,2009-01-01,NA,Calflora
Bromus rubens,1,-117.566884,36.693052,2009-01-01,NA,Calflora
Bromus rubens,1,-117.157274,36.432546,2009-01-01,NA,Calflora
Bromus rubens,1,-117.094606,36.465454,2009-01-01,NA,Calflora
Bromus rubens,1,-117.995642,37.190741,2009-01-01,NA,Calflora
Bromus rubens,1,-117.966799,37.155707,2009-01-01,NA,Calflora
